Record Type,PO Number,PO Number.1,PO Number.2,Chg,Com,Type,Conf,Order Date,Buyer,Account Number,Supplier,Curr,Item,Commodity Code,Description,Qty,Un,Order Value,Amount Invoiced,Unnamed: 20,WBS Code,Contract,Remarks
ttOrder,3093/M00104,3093/M00104,3093/M00104,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,Safety Sign 1200 x 900mm Coreflute - Reverse,10.0,EA,800.0,800.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00104,3093/M00104,3093/M00104,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Permanent Marker - Bullet Point - Black,60.0,EA,237.76,237.76,,N003001,3093.0,Order Complete
ttOrder,3093/M00104,3093/M00104,3093/M00104,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,Dy-Mark iFine Permanent Marker Pen - Black,50.0,EA,186.35,186.35,,N003001,3093.0,Order Complete
ttOrder,3093/M00104,3093/M00104,3093/M00104,V001,Y,N,Y,27/09/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N003001,3093.0,Order Complete
ttOrder,3093/M00105,3093/M00105,3093/M00105,V001,Y,N,Y,27/09/2023,cmacdonald,ALCO01,Alcolizer Technology,AUD,1.0,MATS-001,HH3 Alcohol Tester (AS3547:2019) 12 Month Cal,6.0,EA,4412.25,4412.25,,N003001,3093.0,Order Complete
ttOrder,3093/M00105,3093/M00105,3093/M00105,V001,Y,N,Y,27/09/2023,cmacdonald,ALCO01,Alcolizer Technology,AUD,2.0,MATS-001,StarTrack 5KG Box Delivery,1.0,EA,35.0,35.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00106,3093/M00106,3093/M00106,V001,Y,N,Y,09/10/2023,bstormon,DOV001,Dove Hygiene Pty Ltd,AUD,1.0,MATS-001,2x sanitary bins,12.0,EA,600.0,600.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00106,3093/M00106,3093/M00106,V001,Y,N,Y,09/10/2023,bstormon,DOV001,Dove Hygiene Pty Ltd,AUD,2.0,MATS-001,2x Sanitary Bins,11.0,EA,6600.0,0.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00107,3093/M00107,3093/M00107,V001,Y,N,Y,28/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,Custom Design Sign A2 (420 x 594m) Corflute,20.0,EA,412.0,412.0,,N002101,3093.0,Order Complete
ttOrder,3093/M00107,3093/M00107,3093/M00107,V001,Y,N,Y,28/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N002101,3093.0,Order Complete
ttOrder,3093/M00108,3093/M00108,3093/M00108,V001,Y,N,Y,28/09/2023,bstormon,WORM04,Wormald Fire Systems,AUD,1.0,MATS-001,PORTABLE FIRE EQUIPMENT SUPPLY AND INSTALL,1.0,EA,1803.0,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00108,3093/M00108,3093/M00108,V001,Y,N,Y,28/09/2023,bstormon,WORM04,Wormald Fire Systems,AUD,2.0,MATS-001,DEPOT AND VEHICLE SPILL KITS SUPPLIED,1.0,EA,1092.13,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00108,3093/M00108,3093/M00108,V001,Y,N,Y,28/09/2023,bstormon,WORM04,Wormald Fire Systems,AUD,3.0,MATS-001,EVACUATION DIAGRAMS SUPPLIED AND INSTALLED,1.0,EA,1020.0,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00108,3093/M00108,3093/M00108,V001,Y,N,Y,28/09/2023,bstormon,WORM04,Wormald Fire Systems,AUD,4.0,MATS-001,"EXIT SIGNAGE, EMERGENCY ASSEMBLY POINT SIGN",1.0,EA,178.61,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00109,3093/M00109,3093/M00109,V001,Y,N,Y,29/09/2023,bstormon,JIM011,Jim's Cleaning (Toowoomba Eas,AUD,1.0,MATS-001,First clean of the site office,1.0,EA,898.18,898.18,,N002101,3093.0,Order Complete
ttOrder,3093/M00109,3093/M00109,3093/M00109,V001,Y,N,Y,29/09/2023,bstormon,JIM011,Jim's Cleaning (Toowoomba Eas,AUD,2.0,MATS-001,7 days of cleaning,1.0,EA,859.09,859.09,,N002101,3093.0,Order Complete
ttOrder,3093/M00110,3093/M00110,3093/M00110,V001,Y,N,Y,01/08/2023,bstormon,PROT06,Protech Personnel - QLD,AUD,1.0,MATS-001,CW3 Civil Labourer @ Ordinary Time,2500.0,HRS,129075.0,23708.5,,N001020,3093.0,Order Complete
ttOrder,3093/M00110,3093/M00110,3093/M00110,V001,Y,N,Y,01/08/2023,bstormon,PROT06,Protech Personnel - QLD,AUD,2.0,MATS-001,CW3 Civil Labourer @ 1.5,1000.0,HRS,65480.0,5886.64,,N001020,3093.0,Order Complete
ttOrder,3093/M00110,3093/M00110,3093/M00110,V001,Y,N,Y,01/08/2023,bstormon,PROT06,Protech Personnel - QLD,AUD,3.0,MATS-001,CW3 Civil Labourer @ 2,500.0,HRS,42095.0,2917.18,,N001020,3093.0,Order Complete
ttOrder,3093/M00110,3093/M00110,3093/M00110,V001,Y,N,Y,01/08/2023,bstormon,PROT06,Protech Personnel - QLD,AUD,4.0,MATS-001,CW3 Civil Labourer Meal Allowance (Paid at 1.,250.0,EA,6750.0,999.0,,N001020,3093.0,Order Complete
ttOrder,3093/M00110,3093/M00110,3093/M00110,V001,Y,N,Y,01/08/2023,bstormon,PROT06,Protech Personnel - QLD,AUD,5.0,MATS-001,CW3 Civil Labourer Travel (Paid Daily)),250.0,EA,11867.5,2943.15,,N001020,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,[PEG502512-P] Hardwood Peg 50 x 25 x 1200mm Painted (ea/10bundle),300.0,EA,1797.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,[PAINTPENP10BK] Paint Marker Pen P10 - Black (ea/12 Box),100.0,EA,540.86,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,[ARTLINECHISBK] Permanent Marker - 12mm Chisel Nib - Black (ea/6 in a box,40.0,EA,412.8,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,[SMP350W] DYMARK Spray and Mark Layout Paint; White 350gram (ea/12box),120.0,EA,796.82,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,[SMP350BL] DYMARK Spray and Mark Layout Paint; Blue 350gram (ea/12box),120.0,EA,796.82,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,[SMP350FPK] DYMARK Spray and Mark Layout Paint; Fluro Pink 350gram (ea/12box),120.0,EA,796.82,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,[FLAGTAPEOR] Flagging Tape 25mm x 100m - Orange,30.0,EA,139.2,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,8.0,MATS-001,[FLAGTAPEBL] Flagging Tape 25mm x 100m - Blue,30.0,EA,139.2,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,9.0,MATS-001,[FLAGTAPEY] Flagging Tape 25mm x 100m - Yellow,30.0,EA,139.2,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,10.0,MATS-001,[FLAGTAPEPK] Flagging Tape 25mm x 100m - Pink,30.0,EA,139.2,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,11.0,MATS-001,"[SHOVEL1] Square Mouth Shovel - 'D' Handle - 39"" - White",5.0,EA,80.33,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,12.0,MATS-001,[SHOVEL13] Post Hole Shovel Fibreglass Handle,5.0,EA,160.0,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,13.0,MATS-001,[LUMPH1] Lump Club Hammer - Fibreglass Handle - 3LB,5.0,EA,114.44,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,14.0,MATS-001,[ROADBROOM] Yard/Bitumen Road Broom 350mm (73351),5.0,EA,198.9,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,15.0,MATS-001,"[TX677QP] GME Quad Pack 2 Watt UHF CB Handheld Radios inc cig charger, 240V charger, belt clips",4.0,EA,1952.52,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00111,3093/M00111,3093/M00111,V001,Y,N,Y,29/09/2023,bstormon,TRAD10,Tradeline Site Solutions,AUD,16.0,MATS-001,Delivery - Regional,1.0,EA,32.9,0.0,,PPPPWIP,3093.0,Order Complete
ttOrder,3093/M00112,3093/M00112,3093/M00112,V001,Y,N,Y,29/09/2023,bstormon,DSWO01,DS Workwear,AUD,1.0,MATS-001,Mens L/weight Y/N L/Sl Shirt Taped XL,3.0,EA,91.5,91.5,,N003001,3093.0,Order Complete
ttOrder,3093/M00112,3093/M00112,3093/M00112,V001,Y,N,Y,29/09/2023,bstormon,DSWO01,DS Workwear,AUD,2.0,MATS-001,Embroidery,6.0,EA,24.84,24.84,,N003001,3093.0,Order Complete
ttOrder,3093/M00112,3093/M00112,3093/M00112,V001,Y,N,Y,29/09/2023,bstormon,DSWO01,DS Workwear,AUD,3.0,MATS-001,D elivery,1.0,EA,22.73,22.71,,N003001,3093.0,Order Complete
ttOrder,3093/M00113,3093/M00113,3093/M00113,V001,Y,N,Y,09/10/2023,bstormon,MYC001,MyCar Tyre and Auto,AUD,1.0,MATS-001,Tire repair,106.2,EA,106.2,96.54,,N002110,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,1.0,MATS-001,[SIGNMM6060] Multi Message Sign 600 x 600mm,50.0,EA,1900.0,1900.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,2.0,MATS-001,[SIGNMM6060] Multi Message Sign 600 x 600mm,50.0,EA,3150.0,3150.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,3.0,MATS-001,[SIGNMM1230] Multi Message Sign 1200 x 300mm,50.0,EA,1900.0,1900.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,4.0,MATS-001,[SIGNCUST] Custom Design Sign - Magnetic,100.0,EA,1875.0,1875.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,5.0,MATS-001,[SIGNMMF] Multi Message Sign Frame - Black,50.0,EA,2087.5,2087.5,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,6.0,MATS-001,Safety Sign Bi Pod Multi Message Leg Only (1),100.0,EA,1900.0,1900.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00114,3093/M00114,3093/M00114,V001,Y,N,Y,05/10/2023,cmacdonald,TRAD10,Tradeline Site Solutions,AUD,7.0,MATS-001,Delivery - Regional,1.0,EA,32.9,32.9,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00115,3093/M00115,3093/M00115,V001,Y,N,Y,05/10/2023,cmacdonald,AUST62,Australian Laboratory Service,AUD,1.0,MATS-001,2 Waters – weekly for first month then 1-2,4000.0,EA,4000.0,0.0,,N001903,3093.0,Order Complete
ttOrder,3093/M00116,3093/M00116,3093/M00116,V001,Y,N,Y,05/10/2023,cmacdonald,TOT016,Total Tools Commercial Pty Lt,AUD,1.0,MATS-001,"Pipe Laser, Hammer Drill, Other Item for Pipe Works",3657.0,EA,3657.0,3324.54,,N003001,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,1.0,MATS-001,Lean Mix /Flowable Fill,57.2,M3,10793.64,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,2.0,MATS-001,N32/20 concrete (boral ave $236 + haul ave,635.68,M3,152372.5,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,3.0,MATS-001,25MPa Blinding (20MPa on site),120.18,M3,23278.87,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,4.0,MATS-001,320kg/m3 Kerb Machine Mix TMR Road Authority,4.5,M3,880.65,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,5.0,MATS-001,Cartage Fees @ $1.50,34411.37,EA,34411.37,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,6.0,MATS-001,TMR Stabilised Sand MRTS04 12:1 Sand to GP,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,7.0,MATS-001,TMR Dry Stabilised Sand MRTS04 12:1 Sand to,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,8.0,MATS-001,S50/20/100 TMR Road Authority Mix MRTS70,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,9.0,MATS-001,S40/10/60 TMR Road Authority Mix,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,10.0,MATS-001,20mm TMR Road Authority No Fines Concrete to,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,11.0,MATS-001,Retarder Low Dose,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,12.0,MATS-001,Retarder Medium Dose,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,13.0,MATS-001,Retarder Large Dose,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,14.0,MATS-001,Waiting time on site per minute,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,15.0,MATS-001,Waiting time on site outside normal hours,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,16.0,MATS-001,Minimum load charges (under 3m3),0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,17.0,MATS-001,"Washout if using retarders, fibres etc.",0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,18.0,MATS-001,Plant Operating Fee Outside Hours,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,19.0,MATS-001,Surcharges per m3 out of hours - Mon to Fr,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,20.0,MATS-001,Surcharges per m3 Saturday outside normal,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,21.0,MATS-001,Surcharges per m3 Saturday outside normal,0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,22.0,MATS-001,"Surcharges per m3 Sunday, Saturday night,",0.0,M3,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,23.0,MATS-001,Cancellation fees < 50m3,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00117,3093/M00117,3093/M00117,V001,N,N,Y,06/10/2023,bstormon,BORA08,Boral Resources (QLD),AUD,24.0,MATS-001,Cancellation fees > 50m3,0.0,EA,0.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00118,3093/M00118,3093/M00118,V001,Y,N,Y,05/10/2023,bstormon,INF002,Infrabuild Construction Solut,AUD,1.0,MATS-001,REO BAR including cartage,100.95,TN,187767.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00118,3093/M00118,3093/M00118,V001,Y,N,Y,05/10/2023,bstormon,INF002,Infrabuild Construction Solut,AUD,2.0,MATS-001,REO HWARE,100.95,TN,6057.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00118,3093/M00118,3093/M00118,V001,Y,N,Y,05/10/2023,bstormon,INF002,Infrabuild Construction Solut,AUD,3.0,MATS-001,Delivery on ground to Oakey,20.0,EA,7000.0,0.0,,45DR050,3093.0,Order Complete
ttOrder,3093/M00119,3093/M00119,3093/M00119,V001,Y,N,Y,05/10/2023,cmacdonald,OFFI10,Officeworks Superstores P/L,AUD,1.0,MATS-001,Tablets x2,1.0,EA,3449.1,3449.1,,N002101,3093.0,Order Complete
ttOrder,3093/M00119,3093/M00119,3093/M00119,V001,Y,N,Y,05/10/2023,cmacdonald,OFFI10,Officeworks Superstores P/L,AUD,2.0,MATS-001,cases x2,1.0,EA,270.9,270.9,,N002101,3093.0,Order Complete
ttOrder,3093/M00119,3093/M00119,3093/M00119,V001,Y,N,Y,05/10/2023,cmacdonald,OFFI10,Officeworks Superstores P/L,AUD,3.0,MATS-001,Whiteout,1.0,EA,13.64,13.64,,N002101,3093.0,Order Complete
ttOrder,3093/M00120,3093/M00120,3093/M00120,V001,Y,N,Y,06/10/2023,bstormon,JOBF01,Jobfit Health Group Pty Ltd,AUD,1.0,MATS-001,Matt Gesler - Full Medical,1.0,EA,667.0,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00121,3093/M00121,3093/M00121,V001,Y,N,Y,06/10/2023,cmacdonald,BUNN04,Bunnings - QLD,AUD,1.0,MATS-001,Misc items,500.0,EA,500.0,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00122,3093/M00122,3093/M00122,V001,Y,N,Y,06/10/2023,bstormon,GLOB04,Global Synthetics Pty Ltd,AUD,1.0,MATS-001,Geotextile Class D - Culvert Works,24682.0,M2,36529.36,0.0,,13DR050,3093.0,Order Complete
ttOrder,3093/M00122,3093/M00122,3093/M00122,V001,Y,N,Y,06/10/2023,bstormon,GLOB04,Global Synthetics Pty Ltd,AUD,2.0,MATS-001,Delivery,6.0,EA,2040.0,0.0,,13DR050,3093.0,Order Complete
ttOrder,3093/M00123,3093/M00123,3093/M00123,V001,Y,N,Y,06/10/2023,bstormon,JOBF01,Jobfit Health Group Pty Ltd,AUD,1.0,MATS-001,Jobfit Basic Medical - Jordan Benny,251.0,EA,251.0,243.0,,N008003,3093.0,Order Complete
ttOrder,3093/M00124,3093/M00124,3093/M00124,V001,Y,N,Y,09/10/2023,bstormon,PAT004,Pathtech Pty Ltd,AUD,1.0,MATS-001,Saliva Detection Device DrugWipe 6S,25.0,EA,862.5,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00124,3093/M00124,3093/M00124,V001,Y,N,Y,09/10/2023,bstormon,PAT004,Pathtech Pty Ltd,AUD,2.0,MATS-001,Quick Reference Guide,4.0,EA,0.0,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00124,3093/M00124,3093/M00124,V001,Y,N,Y,09/10/2023,bstormon,PAT004,Pathtech Pty Ltd,AUD,3.0,MATS-001,Freight Charge,1.0,EA,59.95,0.0,,N003001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,1.0,MATS-001,Road Edge Guide Post - Standard (Brimblecombe Road),16.0,EA,274.08,0.0,,FBFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,2.0,MATS-001,Road Edge Guide Post - Standard (Bischofs Road),2.0,EA,34.26,0.0,,FAFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,3.0,MATS-001,Road Edge Guide Post - Standard (Garskes Road),16.0,EA,274.08,0.0,,FJFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,4.0,MATS-001,Road Edge Guide Post - Standard (Gowrie Little Placeain Road),12.0,EA,205.56,0.0,,FNFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,5.0,MATS-001,Road Edge Guide Post - Standard (Jannusch Road),8.0,EA,137.04,0.0,,FQFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,6.0,MATS-001,Road Edge Guide Post - Standard (Kingsthorpe Silverleigh Road),2.0,EA,34.26,0.0,,FSFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,7.0,MATS-001,Road Edge Guide Post - Standard (Linora Drive),2.0,EA,34.26,0.0,,FTFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,8.0,MATS-001,Road Edge Guide Post - Standard (Reis Road),10.0,EA,171.3,0.0,,GOFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,9.0,MATS-001,Road Edge Guide Post - Standard (Old Homebush),6.0,EA,102.78,0.0,,GEFN001,3093.0,Order Complete
ttOrder,3093/M00125,3093/M00125,3093/M00125,V001,Y,N,Y,10/10/2023,cmacdonald,ARTC01,Artcraft Pty Ltd,AUD,10.0,MATS-001,Freight,1.0,EA,100.0,0.0,,FJFN001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,1.0,MATS-001,Traffic Control @ 1,10058.35,EA,451921.45,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,2.0,MATS-001,Traffic Control @ 1.5,3126.13,EA,200853.85,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,3.0,MATS-001,Traffic Control @ 2,1227.41,EA,100426.69,0.0,,N0TM001,3093.0,Order Complete
ttOrder,3093/M00126,3093/M00126,3093/M00126,V001,Y,N,Y,09/10/2023,bstormon,VER004,Verifact Traffic Pty Ltd,AUD,4.0,MATS-001,Traffic Control @ Weekend,981.93,EA,80341.51,0.0,,N0TM001,3093.0,Order Complete
